product_id,product_name,grna_map,description,source_filename,source_doi
1739,4-ethylphenol (4-EP),N/A,"Volatile phenol contributing to 'horse, stable, leather or medicinal' off-flavours in wine. Produced by Dekkera bruxellensis from 4-vinylphenol. Highest levels (720 μg/l) observed in mixed fermentations with Pichia guilliermondii and D. bruxellensis.",10.1111_j.1472-765X.2010.02878.x.pdf,10.1111/j.1472-765X.2010.02878.x
1740,4-ethylguaiacol (4-EG),N/A,Volatile phenol contributing to wine off-flavours. Produced from ferulic acid via 4-vinylguaiacol. Highest levels (545 μg/l) observed in mixed fermentations with Pichia guilliermondii and D. bruxellensis.,10.1111_j.1472-765X.2010.02878.x.pdf,10.1111/j.1472-765X.2010.02878.x
1741,4-vinylphenol (4-VP),N/A,Vinylphenol produced by Pichia guilliermondii from p-coumaric acid via decarboxylation. Precursor to 4-ethylphenol. Levels exceeding 4500 μg/l observed in fermentations with P. guilliermondii.,10.1111_j.1472-765X.2010.02878.x.pdf,10.1111/j.1472-765X.2010.02878.x
1742,4-vinylguaiacol (4-VG),N/A,Vinylphenol produced from ferulic acid. Precursor to 4-ethylguaiacol. Detected in wines fermented with various yeast combinations including Pichia guilliermondii and Dekkera bruxellensis.,10.1016_j.foodres.2020.109452.pdf,10.1016/j.foodres.2020.109452
1762,b-amyrin,N/A,A triterpene compound (C30 isoprenoid) produced in engineered Saccharomyces cerevisiae by heterologous expression of b-amyrin synthase from Artemisia annua. Production levels of 6 mg/L were achieved through metabolic engineering of the yeast sterol pathway. Serves as a precursor to various bioactive triterpene saponins with pharmaceutical and nutraceutical applications.,10.1371_journal.pone.0014763.pdf,10.1371/journal.pone.0014763
1763,Dihydroxyacetone,N/A,Dihydroxyacetone (DHA) accumulates in engineered Saccharomyces cerevisiae strains with disrupted DAK1/DAK2 genes and overexpressed GCY1 under micro-aerobic conditions. It is an intermediate metabolite in the glycerol dissimilation pathway.,10.1111_jam.12013.pdf,10.1111/jam.12013
1764,(S)-linalool,N/A,"A monoterpene with a pleasant floral scent, produced by engineered Saccharomyces cerevisiae through fusion expression of farnesyl diphosphate synthase and linalool synthase. The highest reported titre was 240.64 ± 5.31 µg l⁻¹ in a 3-l fermenter.",10.1111_jam.13105.pdf,10.1111/jam.13105
1768,β-damascenone,N/A,"Terpenoid aroma compound with high odor activity value (>100). Strain-specific production detected only in genotypes I, II, X, and XII across both fermentation modes.",10.1111_jam.13377.pdf,10.1111/jam.13377
1791,Cyanophycin (CGP),N/A,"A nonribosomally synthesized polypeptide (multi-L-arginyl-poly(L-aspartic acid)) produced in transgenic Saccharomyces cerevisiae expressing cyanophycin synthetase from Synechocystis sp. PCC 6308. The polymer exists in water-soluble (major) and water-insoluble (minor) forms, with maximum accumulation of 6.9% (wt/wt) in cells. Composed primarily of aspartic acid and arginine, with minor lysine incorporation.",10.1128_AEM.00366-08.pdf,10.1128/AEM.00366-08
1802,protocatechuic acid,N/A,"Aromatic precursor in the engineered pathway, produced from 3-dehydroshikimate by heterologous 3-dehydroshikimate dehydratase.",10.1021_acssynbio.9b00477.pdf,10.1021/acssynbio.9b00477
1803,catechol,N/A,"An aromatic intermediate in the heterologous muconic acid pathway, produced by decarboxylation of protocatechuic acid by the bacterial enzyme AroY-Ciso in engineered Saccharomyces cerevisiae. Represents a key bottleneck step in muconic acid production, with titers reaching up to 88 mg/L in optimized strains.",10.1002_biot.201600687.pdf,10.1002/biot.201600687
1828,Vanillin β-D-glucoside,N/A,"Glucosylated form of vanillin produced by co-expressing Arabidopsis thaliana UDP-glycosyltransferase UGT72E2 in vanillin-producing S. pombe. This form is less toxic to yeast, more water-soluble, and enables accumulation of higher yields. 56% of total vanillin potential was converted to the glucoside.",10.1128_AEM.02681-08.pdf,10.1128/AEM.02681-08
1831,"(2R,3R)-2,3-butanediol",N/A,"Enantiopure vicinal diol produced by engineered Saccharomyces cerevisiae strain DP-BDH1 overexpressing butanediol dehydrogenase (Bdh1p) and formate dehydrogenase (Fdh1p). Used as antifreeze agent (freezing point -60°C) and platform chemical for synthesis of methyl ethyl ketone, acetoin, diacetyl, and polymer precursors.",10.1128_AEM.03717-15.pdf,10.1128/AEM.03717-15
1832,"(2R,3R)-2,3-pentanediol",N/A,"Enantiopure vicinal diol produced from 2,3-pentanedione using purified Bdh1p or engineered yeast cell extracts. Serves as a chiral building block for asymmetric synthesis of compounds with two stereogenic centers.",10.1128_AEM.03717-15.pdf,10.1128/AEM.03717-15
1833,"(2R,3R)-2,3-hexanediol",N/A,"Enantiopure vicinal diol produced from 2,3-hexanedione using purified Bdh1p or engineered yeast cell extracts. Serves as a chiral building block for asymmetric synthesis.",10.1128_AEM.03717-15.pdf,10.1128/AEM.03717-15
1834,"(3R,4R)-3,4-hexanediol",N/A,"Enantiopure vicinal diol produced from 3,4-hexanedione using purified Bdh1p or engineered yeast cell extracts. Serves as a chiral building block for asymmetric synthesis.",10.1128_AEM.03717-15.pdf,10.1128/AEM.03717-15
1857,chrysin,N/A,"A flavone produced by engineered Saccharomyces cerevisiae expressing flavone synthase I (FSI) from parsley, derived from cinnamic acid precursor. Detected only in strains expressing FSI.",10.1128_AEM.71.12.8241-8248.2005.pdf,10.1128/AEM.71.12.8241–8248.2005
1858,apigenin,N/A,"A flavone produced by engineered Saccharomyces cerevisiae via two distinct flavone synthases (soluble FSI and membrane-bound FSII), derived from p-coumaric acid precursor. Acts as a feedback inhibitor of flavanone biosynthesis.",10.1128_AEM.71.12.8241-8248.2005.pdf,10.1128/AEM.71.12.8241–8248.2005
1859,luteolin,N/A,"A flavone produced by engineered Saccharomyces cerevisiae, derived from caffeic acid precursor. Does not exhibit feedback inhibition of flavanone biosynthesis.",10.1128_AEM.71.12.8241-8248.2005.pdf,10.1128/AEM.71.12.8241–8248.2005
1860,pinocembrin,N/A,"An unhydroxylated flavanone produced by recombinant Saccharomyces cerevisiae from cinnamic acid, achieving a titer of 16.3 mg/liter, which is 22 times higher than previously reported recombinant E. coli strains.",10.1128_AEM.71.9.5610-5613.2005.pdf,10.1128/AEM.71.9.5610-5613.2005
1862,eriodictyol,N/A,"A hydroxylated flavanone produced by recombinant Saccharomyces cerevisiae from caffeic acid, achieving a titer of 6.5 mg/liter. This represents the first microbial biosynthesis of eriodictyol.",10.1128_AEM.71.9.5610-5613.2005.pdf,10.1128/AEM.71.9.5610-5613.2005
1877,total higher alcohols,N/A,"Collective mixture of higher alcohols (n-propanol, isobutanol, isoamyl alcohol, and 2-phenyl ethanol) produced by engineered Saccharomyces cerevisiae strains. Total concentration is critical for Baijiu (Chinese liquor) quality, with optimal levels providing unique aroma and mellow taste while excessive amounts cause off-flavors.",10.1002_bit.260350202.pdf,10.1002/bit.260350202
1888,trans-β-caryophyllene,N/A,"Sesquiterpene produced in engineered Saccharomyces cerevisiae strains via tandem heterozygous deletions of ubc7, ssm4/doa10, and pho86 genes, achieving 125 mg/L yields in shake flasks (11-fold increase over base strain).",10.1186_1475-2859-11-162.pdf,10.1186/1475-2859-11-162
1892,human BiP,N/A,"Recombinant human BiP (GRP78) protein produced in engineered Saccharomyces cerevisiae, secreted into the culture medium, correctly processed, biologically active with high ATPase activity. Potential therapeutic applications in cancer, rheumatoid arthritis, and neurodegenerative disorders.",10.1186_1475-2859-13-22.pdf,http://dx.doi.org/10.1186/1475-2859-13-22
1923,Polyhydroxybutyrate,N/A,"A biopolymer produced in engineered Saccharomyces cerevisiae using cytosolic acetyl-CoA as precursor. Optimal production achieved with mixed glucose and ethanol carbon sources, yielding highest volumetric productivity of 8.23 mg/L·h⁻¹ at dilution rate 0.1 h⁻¹.",10.1186_2191-0855-3-18.pdf,10.1186/2191-0855-3-18
1927,Cellulolytic enzymes,N/A,"Enzymes (e.g., filter paper activity/FPA) secreted by Fusarium oxysporum for cellulose degradation. Tolerant to ethanol and suitable for consolidated bioprocessing.",10.1016_j.biortech.2011.08.023.pdf,10.1016/j.biortech.2011.08.023
1930,Styrene,N/A,"An important building-block petrochemical and monomer for plastics production, engineered in Saccharomyces cerevisiae via a pathway using phenylalanine as precursor, with heterologous expression of phenylalanine ammonia lyase (PAL2) from Arabidopsis thaliana and native phenylacrylate decarboxylase (FDC1).",10.1186_s12934-014-0123-2.pdf,10.1186/s12934-014-0123-2
1932,coumarate,N/A,Produced from tyrosine via tyrosine ammonia lyase (TAL) as a test case for heterologous polyketide pathways.,10.1186_s12934-015-0252-2.pdf,10.1186/s12934-015-0252-2
1936,raspberry ketone,N/A,"Heterologously produced in engineered Saccharomyces cerevisiae via pathway engineering using four genes (PAL/TAL, C4H, 4CL, BAS) and synthetic enzyme fusions. Achieved 7.5 mg/L with precursor feeding and 2.8 mg/L de novo synthesis. Sensorially relevant quantities produced in wine fermentations (3.5 mg/L aerobic, 0.68 mg/L anaerobic).",10.1186_s12934-016-0446-2.pdf,10.1186/s12934-016-0446-2
1938,para-aminobenzoic acid,N/A,"Engineered Saccharomyces cerevisiae strain overexpressing ABZ1 and ABZ2 genes from wine yeast strains, with deletions in TRP3 and ARO7 and a feedback-resistant ARO4 gene, produces pABA from glycerol and ethanol carbon sources. Achieved titers of 1.57 mM (215 mg/L) in fed-batch bioreactor experiments.",10.1186_s12934-016-0485-8.pdf,10.1186/s12934-016-0485-8
1941,crocetin,N/A,"A natural carotenoid dicarboxylic acid with high pharmaceutical values for cardiovascular, neuropsychological diseases, and cancer therapy. Produced from glucose by engineered Saccharomyces cerevisiae through systematic optimization including precursor engineering (CIT2 knockout), forward enzyme fusion (PsCrtZ-CsCCD2), and medium/fermentation optimization, achieving a titer of 12.43 ± 0.62 mg/L in 5-L bioreactor.",10.3389_fbioe.2020.00653.pdf,10.3389/fbioe.2020.00653
1942,long-chain alkanes and alkenes,N/A,Produced by engineered Saccharomyces cerevisiae expressing cyanobacterial aldehyde decarbonylases (ADOs) from Synechococcus elongatus and Crocosphaera watsonii. These hydrocarbons are generated via conversion of fatty aldehydes and serve as biofuels.,10.1002_bab.1529.pdf,10.1002/bab.1529
1947,angelyl-CoA,N/A,CoA-activated form of angelic acid produced in engineered Saccharomyces cerevisiae. Serves as a precursor for pharmacologically active angelates with anti-inflammatory and anti-cancer properties.,10.1186_s12934-018-0925-8.pdf,https://doi.org/10.1186/s12934-018-0925-8
1948,geranyl acetate,N/A,"A monoterpene ester with a pleasant scent, widely used in fragrance and cosmetic industries, and possessing antinociceptive activity. Produced via engineered Saccharomyces cerevisiae expressing geraniol synthase (GES) and alcohol acyltransferase (SAAT), with metabolic enhancements including Erg20 mutants, tHMG1, IDI1, and MAF1 overexpression.",10.1186_s12934-018-0930-y.pdf,https://doi.org/10.1186/s12934-018-0930-y
1950,pelargonidin 3-O-glucoside,"gRNA used for genomic integrations (CAN1) and knockouts (EXG1, SPR1, TSC13)","Anthocyanin pigment produced de novo in engineered Saccharomyces cerevisiae from glucose, intended as a food colorant and health-promoting compound.",10.1186_s12934-018-0951-6.pdf,10.1186/s12934-018-0951-6
1951,Isovitexin,N/A,Apigenin-6C-glucoside produced via engineered Saccharomyces cerevisiae using either indirect (F2H + CGT) or direct (GtUF6CGT1) glycosylation routes.,10.1186_s12934-018-0952-5.pdf,10.1186/s12934-018-0952-5
1952,Vitexin,N/A,Apigenin-8C-glucoside produced via engineered Saccharomyces cerevisiae using indirect glycosylation (F2H + CGT) routes.,10.1186_s12934-018-0952-5.pdf,10.1186/s12934-018-0952-5
1953,Isoorientin,N/A,Luteolin-6C-glucoside produced via engineered Saccharomyces cerevisiae using either indirect (F2H + CGT) or direct (GtUF6CGT1) glycosylation routes.,10.1186_s12934-018-0952-5.pdf,10.1186/s12934-018-0952-5
1954,Orientin,N/A,Luteolin-8C-glucoside produced via engineered Saccharomyces cerevisiae using indirect glycosylation (F2H + CGT) routes.,10.1186_s12934-018-0952-5.pdf,10.1186/s12934-018-0952-5
1955,levopimaric acid,N/A,"A diterpene resin acid produced in engineered Saccharomyces cerevisiae via metabolic engineering and protein engineering. Used as an industrial intermediate for coatings, printing inks, plasticizers, and adhesives.",10.1186_s12934-018-0964-1.pdf,https://doi.org/10.1186/s12934-018-0964-1
1956,Jojoba-like wax esters,N/A,"Diunsaturated wax esters (C38-WE to C44-WE) produced in engineered Saccharomyces cerevisiae by expressing heterologous enzymes including a wax synthase from Simmondsia chinensis. Used in cosmetics, pharmaceuticals, and lubricants.",10.1186_s12934-019-1098-9.pdf,https://doi.org/10.1186/s12934-019-1098-9
1958,Very long-chain monounsaturated fatty alcohols,N/A,Compounds such as C22:1-FOH produced in engineered yeast using a fatty acyl reductase from Marinobacter aquaeolei. Used in specialty chemicals and cosmetics.,10.1186_s12934-019-1098-9.pdf,https://doi.org/10.1186/s12934-019-1098-9
1960,13R-manoyl oxide,N/A,"A diterpenoid precursor to forskolin, produced via metabolic engineering of Saccharomyces cerevisiae. Engineered through overexpression of rate-limiting genes (tHMG1, ERG20), fusion proteins (Bts1p-Erg20F96Cp), and truncation of diterpene synthases (tCfTPS2, tCfTPS3). Achieved a titer of 3 g/L in fed-batch fermentation.",10.1186_s12934-019-1123-z.pdf,https://doi.org/10.1186/s12934-019-1123-z
1975,"2,3-butanediol (23BD)",N/A,"Cytosolic production in engineered Saccharomyces cerevisiae strains via heterologous expression of alsLpᵒᵖ (Lactobacillus plantarum), aldcLlᵒᵖ (Lactococcus lactis), and BDH1 (S. cerevisiae) genes. ATG32 knockout increased titer 23.6-fold in test-tube cultures.",10.1186_s13068-019-1545-1.pdf,https://doi.org/10.1186/s13068-019-1545-1
1984,Ergothioneine,N/A,Natural antioxidant produced in engineered Saccharomyces cerevisiae by heterologous expression of two genes (Gfegt1 and Gfegt2) from Grifola frondosa. Production reached 20.61 mg/L after optimization of fermentation conditions.,10.1186_s12934-020-01421-1.pdf,https://doi.org/10.1186/s12934-020-01421-1
1987,iso-taxadiene,N/A,"Isomer of taxadiene (taxa-4(20),11(12)-diene) generated as a minor product during engineered taxadiene production.",10.3390_metabo11030147.pdf,10.3390/metabo11030147
1989,gastrodin,N/A,"A phenolic glycoside used as a neuroprotective medicine, with applications in treating nervous system diseases such as ischemic stroke, epilepsy, and dementia. Produced de novo from glucose via engineered Saccharomyces cerevisiae.",10.1186_s12934-020-01476-0.pdf,https://doi.org/10.1186/s12934-020-01476-0
1991,polpunonic acid,N/A,"Precursor of the anti-obesity agent celastrol, produced via engineered yeast strains expressing friedelin synthase (KdFRS) and cytochrome P450 enzymes (CYP712K1).",10.1186_s12934-020-1284-9.pdf,10.1186/s12934-020-1284-9
1994,anthranilate,N/A,"A platform chemical used in the production of dyes, perfumes, and pharmaceutical compounds. Engineered Saccharomyces cerevisiae achieved a titer of 567.9 mg·l⁻¹ in SCD medium.",10.1186_s12934-021-01532-3.pdf,https://doi.org/10.1186/s12934-021-01532-3
1995,methyl anthranilate,N/A,A grape flavor compound produced by extending the anthranilate pathway with anthranilic acid methyltransferase 1 (MtAAMT1). Engineered Saccharomyces cerevisiae achieved 414 mg·l⁻¹ in YPD medium.,10.1186_s12934-021-01532-3.pdf,https://doi.org/10.1186/s12934-021-01532-3
